facility_name,facility_id,state,measure_name,number_of_discharges,excess_readmission_ratio,predicted_readmission_rate,expected_readmission_rate,number_of_readmissions,start_date,end_date,condition_name,risk_tier,deviation_from_national,penalty_flag,state_avg_ratio,hospital_rank_in_state,deviation_from_state_avg,estimated_penalty_cost
Faith Community Hospital,450241,TX,READM-30-PN-HRRP,,1.0049,13.756,13.6883,,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0049,True,1.003,93,0.0019,489.74
Medical City Decatur,450271,TX,READM-30-PN-HRRP,297.0,0.9221,14.6052,15.8393,38.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0779,False,1.003,192,-0.0809,0.0
Medical City Decatur,450271,TX,READM-30-HF-HRRP,192.0,1.1327,21.7999,19.2452,51.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.1327,True,1.0001,1,0.1326,13262.95
Medical City Decatur,450271,TX,READM-30-COPD-HRRP,103.0,1.0456,19.085,18.2518,23.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0456,True,0.999,21,0.0466,4557.58
Medical City Decatur,450271,TX,READM-30-AMI-HRRP,85.0,1.1288,14.955,13.2481,19.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.1288,True,1.0133,10,0.1155,12873.15
Christus Santa Rosa Hospital-San Marcos,450272,TX,READM-30-PN-HRRP,123.0,1.0524,13.5888,12.9125,20.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0524,True,1.003,41,0.0494,5237.21
Christus Santa Rosa Hospital-San Marcos,450272,TX,READM-30-HF-HRRP,216.0,0.937,16.9323,18.0703,32.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.063,False,1.0001,164,-0.0631,0.0
Christus Santa Rosa Hospital-San Marcos,450272,TX,READM-30-COPD-HRRP,,1.0133,17.8729,17.6378,,2021-07-01,2024-06-30,COPD,MEDIUM,0.0133,True,0.999,55,0.0143,1329.29
Christus Santa Rosa Hospital-San Marcos,450272,TX,READM-30-AMI-HRRP,,1.0285,11.3811,11.0658,,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0285,True,1.0133,57,0.0152,2848.48
Harris Health,450289,TX,READM-30-HF-HRRP,54.0,1.0334,23.1677,22.4198,15.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0334,True,1.0001,46,0.0333,3338.22
Texas Health Presbyterian Hospital Kaufman,450292,TX,READM-30-PN-HRRP,,0.9993,14.3561,14.3668,,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0007,False,1.003,98,-0.0037,0.0
Texas Health Presbyterian Hospital Kaufman,450292,TX,READM-30-HF-HRRP,,0.9767,16.6111,17.0071,,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0233,False,1.0001,134,-0.0234,0.0
Texoma Medical Center,450324,TX,READM-30-PN-HRRP,1026.0,1.1744,20.4488,17.4116,221.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.1744,True,1.003,1,0.1714,17430.73
Texoma Medical Center,450324,TX,READM-30-HIP-KNEE-HRRP,,0.8935,4.7621,5.3296,,2021-07-01,2024-06-30,Hip/Knee Replacement,LOW,-0.1065,False,1.0061,76,-0.1126,0.0
Texoma Medical Center,450324,TX,READM-30-HF-HRRP,763.0,1.0884,22.6285,20.7899,179.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0884,True,1.0001,4,0.0883,8835.3
Texoma Medical Center,450324,TX,READM-30-COPD-HRRP,362.0,0.9828,18.5893,18.9137,66.0,2021-07-01,2024-06-30,COPD,LOW,-0.0172,False,0.999,99,-0.0162,0.0
Texoma Medical Center,450324,TX,READM-30-CABG-HRRP,171.0,0.9891,11.8652,11.9962,20.0,2021-07-01,2024-06-30,CABG,LOW,-0.0109,False,1.0103,47,-0.0212,0.0
Texoma Medical Center,450324,TX,READM-30-AMI-HRRP,316.0,0.9266,12.6163,13.6161,36.0,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.0734,False,1.0133,129,-0.0867,0.0
Oakbend Medical Center,450330,TX,READM-30-PN-HRRP,79.0,1.0402,20.4878,19.6952,19.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0402,True,1.003,52,0.0372,4017.86
Oakbend Medical Center,450330,TX,READM-30-HF-HRRP,69.0,0.993,21.0543,21.2029,14.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.007,False,1.0001,107,-0.0071,0.0
Oakbend Medical Center,450330,TX,READM-30-COPD-HRRP,,0.9881,20.3223,20.5681,,2021-07-01,2024-06-30,COPD,LOW,-0.0119,False,0.999,89,-0.0109,0.0
Baptist Beaumont Hospital,450346,TX,READM-30-PN-HRRP,332.0,1.0473,17.1247,16.3512,60.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0473,True,1.003,45,0.0443,4727.49
Baptist Beaumont Hospital,450346,TX,READM-30-HF-HRRP,261.0,1.0112,19.613,19.3952,52.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0112,True,1.0001,74,0.0111,1119.4
Baptist Beaumont Hospital,450346,TX,READM-30-COPD-HRRP,129.0,0.9999,16.286,16.2881,21.0,2021-07-01,2024-06-30,COPD,LOW,-0.0001,False,0.999,70,0.0009,0.0
Baptist Beaumont Hospital,450346,TX,READM-30-CABG-HRRP,,0.9602,12.0177,12.5165,,2021-07-01,2024-06-30,CABG,LOW,-0.0398,False,1.0103,59,-0.0501,0.0
Baptist Beaumont Hospital,450346,TX,READM-30-AMI-HRRP,,0.972,13.331,13.7154,,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.028,False,1.0133,100,-0.0413,0.0
Huntsville Memorial Hospital,450347,TX,READM-30-PN-HRRP,168.0,1.0033,14.1591,14.113,24.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0033,True,1.003,94,0.0003,329.82
Huntsville Memorial Hospital,450347,TX,READM-30-HF-HRRP,112.0,1.083,19.034,17.5756,27.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.083,True,1.0001,8,0.0829,8295.59
Huntsville Memorial Hospital,450347,TX,READM-30-COPD-HRRP,76.0,1.0021,15.5927,15.5601,12.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0021,True,0.999,67,0.0031,209.89
Texas Health Harris Methodist Hospital Stephenvill,450351,TX,READM-30-PN-HRRP,116.0,0.9805,14.0373,14.3162,15.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0195,False,1.003,131,-0.0225,0.0
Texas Health Harris Methodist Hospital Stephenvill,450351,TX,READM-30-HF-HRRP,55.0,1.048,17.6698,16.8604,13.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.048,True,1.0001,33,0.0479,4797.45
Hunt Regional Medical Center,450352,TX,READM-30-PN-HRRP,416.0,1.0645,16.3072,15.3197,72.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0645,True,1.003,33,0.0615,6446.57
Hunt Regional Medical Center,450352,TX,READM-30-HIP-KNEE-HRRP,,0.9309,4.5449,4.8822,,2021-07-01,2024-06-30,Hip/Knee Replacement,LOW,-0.0691,False,1.0061,68,-0.0752,0.0
Hunt Regional Medical Center,450352,TX,READM-30-HF-HRRP,366.0,1.0167,19.345,19.0274,72.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0167,True,1.0001,68,0.0166,1669.11
Hunt Regional Medical Center,450352,TX,READM-30-COPD-HRRP,155.0,0.9789,17.1463,17.5167,25.0,2021-07-01,2024-06-30,COPD,LOW,-0.0211,False,0.999,105,-0.0201,0.0
Hunt Regional Medical Center,450352,TX,READM-30-AMI-HRRP,90.0,1.0654,15.1915,14.2583,17.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0654,True,1.0133,28,0.0521,6536.52
Houston Methodist Hospital,450358,TX,READM-30-PN-HRRP,1123.0,0.9681,17.2072,17.7736,191.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0319,False,1.003,153,-0.0349,0.0
Houston Methodist Hospital,450358,TX,READM-30-HIP-KNEE-HRRP,,0.9582,7.0501,7.3575,,2021-07-01,2024-06-30,Hip/Knee Replacement,LOW,-0.0418,False,1.0061,59,-0.0479,0.0
Houston Methodist Hospital,450358,TX,READM-30-HF-HRRP,1518.0,0.9138,19.8716,21.7466,295.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0862,False,1.0001,171,-0.0863,0.0
Houston Methodist Hospital,450358,TX,READM-30-COPD-HRRP,199.0,0.9692,20.8245,21.4869,39.0,2021-07-01,2024-06-30,COPD,LOW,-0.0308,False,0.999,119,-0.0298,0.0
Houston Methodist Hospital,450358,TX,READM-30-CABG-HRRP,330.0,0.9895,10.0819,10.1888,33.0,2021-07-01,2024-06-30,CABG,LOW,-0.0105,False,1.0103,46,-0.0208,0.0
Houston Methodist Hospital,450358,TX,READM-30-AMI-HRRP,235.0,0.9275,14.434,15.5628,30.0,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.0725,False,1.0133,128,-0.0858,0.0
Childress Regional Medical Center,450369,TX,READM-30-PN-HRRP,,0.923,10.8928,11.8014,,2021-07-01,2024-06-30,Pneumonia,LOW,-0.077,False,1.003,190,-0.08,0.0
Childress Regional Medical Center,450369,TX,READM-30-HIP-KNEE-HRRP,,0.9205,3.5597,3.8672,,2021-07-01,2024-06-30,Hip/Knee Replacement,LOW,-0.0795,False,1.0061,71,-0.0856,0.0
Childress Regional Medical Center,450369,TX,READM-30-COPD-HRRP,,0.9847,12.6579,12.8551,,2021-07-01,2024-06-30,COPD,LOW,-0.0153,False,0.999,94,-0.0143,0.0
Columbus Community Hospital,450370,TX,READM-30-PN-HRRP,,0.9329,12.8415,13.7659,,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0671,False,1.003,182,-0.0701,0.0
Columbus Community Hospital,450370,TX,READM-30-HF-HRRP,57.0,1.0167,17.262,16.9782,11.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0167,True,1.0001,68,0.0166,1669.11
Baylor Scott & White Medical Center- Waxahachie,450372,TX,READM-30-PN-HRRP,276.0,1.0258,15.3319,14.946,44.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0258,True,1.003,67,0.0228,2578.63
Baylor Scott & White Medical Center- Waxahachie,450372,TX,READM-30-HF-HRRP,357.0,1.0851,20.4673,18.8629,79.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0851,True,1.0001,6,0.085,8505.48
Baylor Scott & White Medical Center- Waxahachie,450372,TX,READM-30-COPD-HRRP,150.0,0.9589,17.4021,18.1477,23.0,2021-07-01,2024-06-30,COPD,LOW,-0.0411,False,0.999,131,-0.0401,0.0
Baylor Scott & White Medical Center- Waxahachie,450372,TX,READM-30-AMI-HRRP,37.0,1.1342,12.7926,11.2792,11.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.1342,True,1.0133,8,0.1209,13412.87
Dallas Medical Center,450379,TX,READM-30-PN-HRRP,56.0,1.0205,17.1646,16.8191,11.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0205,True,1.003,74,0.0175,2048.91
Dallas Medical Center,450379,TX,READM-30-HF-HRRP,,1.0574,19.7987,18.7248,,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0574,True,1.0001,25,0.0573,5736.95
Methodist Hospital,450388,TX,READM-30-PN-HRRP,1858.0,1.0155,15.9295,15.6863,297.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0155,True,1.003,80,0.0125,1549.18
Methodist Hospital,450388,TX,READM-30-HIP-KNEE-HRRP,565.0,0.9614,4.3268,4.5008,24.0,2021-07-01,2024-06-30,Hip/Knee Replacement,LOW,-0.0386,False,1.0061,57,-0.0447,0.0
Methodist Hospital,450388,TX,READM-30-HF-HRRP,2319.0,1.0109,19.1558,18.9501,445.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0109,True,1.0001,75,0.0108,1089.42
Methodist Hospital,450388,TX,READM-30-COPD-HRRP,319.0,1.0608,18.075,17.0393,62.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0608,True,0.999,12,0.0618,6076.77
Methodist Hospital,450388,TX,READM-30-CABG-HRRP,312.0,0.9377,10.1442,10.8186,30.0,2021-07-01,2024-06-30,CABG,LOW,-0.0623,False,1.0103,68,-0.0726,0.0
Methodist Hospital,450388,TX,READM-30-AMI-HRRP,829.0,1.0698,13.8208,12.919,118.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0698,True,1.0133,25,0.0565,6976.29
Ut Health East Texas Athens Hospital,450389,TX,READM-30-PN-HRRP,299.0,1.0765,16.0888,14.9452,53.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0765,True,1.003,27,0.0735,7645.93
Ut Health East Texas Athens Hospital,450389,TX,READM-30-HF-HRRP,142.0,1.0036,19.5367,19.4671,28.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0036,True,1.0001,93,0.0035,359.81
Ut Health East Texas Athens Hospital,450389,TX,READM-30-COPD-HRRP,86.0,1.0743,19.3166,17.9812,22.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0743,True,0.999,8,0.0753,7426.05
Ut Health East Texas Athens Hospital,450389,TX,READM-30-AMI-HRRP,,1.0117,13.6464,13.4885,,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0117,True,1.0133,76,-0.0016,1169.38
Chi St Lukes Health Memorial Livingston,450395,TX,READM-30-PN-HRRP,,0.9689,14.6519,15.1219,,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0311,False,1.003,150,-0.0341,0.0
Chi St Lukes Health Memorial Livingston,450395,TX,READM-30-HF-HRRP,52.0,1.0507,16.5209,15.723,12.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0507,True,1.0001,31,0.0506,5067.3
Chi St Lukes Health Memorial Livingston,450395,TX,READM-30-COPD-HRRP,,0.9849,16.3758,16.6271,,2021-07-01,2024-06-30,COPD,LOW,-0.0151,False,0.999,93,-0.0141,0.0
Brownfield Regional Medical Center,450399,TX,READM-30-PN-HRRP,,0.9805,12.0109,12.2499,,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0195,False,1.003,131,-0.0225,0.0
Parkview Regional Hospital,450400,TX,READM-30-PN-HRRP,75.0,1.0329,14.523,14.0602,13.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0329,True,1.003,60,0.0299,3288.25
Medical Center Of Mckinney,450403,TX,READM-30-PN-HRRP,516.0,1.0716,17.4987,16.33,95.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0716,True,1.003,32,0.0686,7156.19
Medical Center Of Mckinney,450403,TX,READM-30-HIP-KNEE-HRRP,337.0,1.1382,5.7884,5.0856,21.0,2021-07-01,2024-06-30,Hip/Knee Replacement,MEDIUM,0.1382,True,1.0061,18,0.1321,13812.65
Medical Center Of Mckinney,450403,TX,READM-30-HF-HRRP,283.0,1.0624,21.0445,19.8093,64.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0624,True,1.0001,19,0.0623,6236.68
Medical Center Of Mckinney,450403,TX,READM-30-COPD-HRRP,107.0,0.9679,17.2249,17.7959,16.0,2021-07-01,2024-06-30,COPD,LOW,-0.0321,False,0.999,120,-0.0311,0.0
Medical Center Of Mckinney,450403,TX,READM-30-AMI-HRRP,,0.9659,13.3142,13.784,,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.0341,False,1.0133,104,-0.0474,0.0
Eastland Memorial Hospital,450411,TX,READM-30-PN-HRRP,,0.9771,12.736,13.034,,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0229,False,1.003,139,-0.0259,0.0
Texas Health Harris Methodist Hospital Azle,450419,TX,READM-30-PN-HRRP,,0.8929,14.02,15.7025,,2021-07-01,2024-06-30,Pneumonia,LOW,-0.1071,False,1.003,199,-0.1101,0.0
Texas Health Harris Methodist Hospital Azle,450419,TX,READM-30-HF-HRRP,,0.9505,18.5999,19.5695,,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0495,False,1.0001,155,-0.0496,0.0
Texas Health Harris Methodist Hospital Azle,450419,TX,READM-30-COPD-HRRP,,0.9774,13.7603,14.0778,,2021-07-01,2024-06-30,COPD,LOW,-0.0226,False,0.999,108,-0.0216,0.0
Baylor Scott And White Medical Center Uptown,450422,TX,READM-30-HIP-KNEE-HRRP,,1.009,5.7471,5.6956,,2021-07-01,2024-06-30,Hip/Knee Replacement,MEDIUM,0.009,True,1.0061,44,0.0029,899.52
Houston Methodist Baytown Hospital,450424,TX,READM-30-PN-HRRP,394.0,0.899,16.5707,18.4333,58.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.101,False,1.003,197,-0.104,0.0
Houston Methodist Baytown Hospital,450424,TX,READM-30-HF-HRRP,464.0,0.8876,19.7987,22.3062,83.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.1124,False,1.0001,178,-0.1125,0.0
Houston Methodist Baytown Hospital,450424,TX,READM-30-COPD-HRRP,96.0,1.0248,22.9707,22.4139,24.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0248,True,0.999,41,0.0258,2478.68
Houston Methodist Baytown Hospital,450424,TX,READM-30-CABG-HRRP,,0.9392,10.0358,10.6856,,2021-07-01,2024-06-30,CABG,LOW,-0.0608,False,1.0103,67,-0.0711,0.0
Houston Methodist Baytown Hospital,450424,TX,READM-30-AMI-HRRP,109.0,0.9895,16.1176,16.2894,17.0,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.0105,False,1.0133,90,-0.0238,0.0
St David'S Medical Center,450431,TX,READM-30-PN-HRRP,683.0,1.1245,16.8609,14.9942,123.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.1245,True,1.003,4,0.1215,12443.38
St David'S Medical Center,450431,TX,READM-30-HIP-KNEE-HRRP,454.0,0.9318,4.5837,4.9194,20.0,2021-07-01,2024-06-30,Hip/Knee Replacement,LOW,-0.0682,False,1.0061,67,-0.0743,0.0
St David'S Medical Center,450431,TX,READM-30-HF-HRRP,1476.0,0.9812,18.4521,18.8049,271.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0188,False,1.0001,124,-0.0189,0.0
St David'S Medical Center,450431,TX,READM-30-COPD-HRRP,150.0,1.1027,19.1415,17.3588,36.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.1027,True,0.999,2,0.1037,10264.54
St David'S Medical Center,450431,TX,READM-30-CABG-HRRP,218.0,0.8894,9.1639,10.303,17.0,2021-07-01,2024-06-30,CABG,LOW,-0.1106,False,1.0103,75,-0.1209,0.0
St David'S Medical Center,450431,TX,READM-30-AMI-HRRP,266.0,0.9551,11.7598,12.3128,29.0,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.0449,False,1.0133,112,-0.0582,0.0
Navarro Regional Hospital,450447,TX,READM-30-PN-HRRP,154.0,1.0974,17.3633,15.8218,33.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0974,True,1.003,16,0.0944,9734.82
Navarro Regional Hospital,450447,TX,READM-30-HIP-KNEE-HRRP,,1.098,5.3704,4.891,,2021-07-01,2024-06-30,Hip/Knee Replacement,MEDIUM,0.098,True,1.0061,22,0.0919,9794.79
Navarro Regional Hospital,450447,TX,READM-30-HF-HRRP,124.0,0.9832,19.548,19.8825,23.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0168,False,1.0001,121,-0.0169,0.0
Navarro Regional Hospital,450447,TX,READM-30-COPD-HRRP,,1.0047,17.9217,17.8374,,2021-07-01,2024-06-30,COPD,MEDIUM,0.0047,True,0.999,66,0.0057,469.75
Glen Rose Medical Center,450451,TX,READM-30-PN-HRRP,,1.0089,13.6632,13.5423,,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0089,True,1.003,89,0.0059,889.53
Tyler County Hospital,450460,TX,READM-30-PN-HRRP,,0.9739,15.1731,15.5791,,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0261,False,1.003,143,-0.0291,0.0
Texas Health Presbyterian Hospital Dallas,450462,TX,READM-30-PN-HRRP,613.0,0.9822,15.0401,15.3125,91.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0178,False,1.003,126,-0.0208,0.0
Texas Health Presbyterian Hospital Dallas,450462,TX,READM-30-HIP-KNEE-HRRP,,0.6443,3.3963,5.271,,2021-07-01,2024-06-30,Hip/Knee Replacement,LOW,-0.3557,False,1.0061,92,-0.3618,0.0
Texas Health Presbyterian Hospital Dallas,450462,TX,READM-30-HF-HRRP,720.0,0.8613,16.4695,19.1228,108.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.1387,False,1.0001,182,-0.1388,0.0
Texas Health Presbyterian Hospital Dallas,450462,TX,READM-30-COPD-HRRP,123.0,0.9544,18.3158,19.1912,19.0,2021-07-01,2024-06-30,COPD,LOW,-0.0456,False,0.999,137,-0.0446,0.0
Texas Health Presbyterian Hospital Dallas,450462,TX,READM-30-CABG-HRRP,,0.9426,8.8707,9.4114,,2021-07-01,2024-06-30,CABG,LOW,-0.0574,False,1.0103,64,-0.0677,0.0
Texas Health Presbyterian Hospital Dallas,450462,TX,READM-30-AMI-HRRP,244.0,0.9032,11.9258,13.2042,24.0,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.0968,False,1.0133,141,-0.1101,0.0
Matagorda Regional Medical Center,450465,TX,READM-30-PN-HRRP,97.0,0.932,17.3785,18.6462,12.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.068,False,1.003,185,-0.071,0.0
Matagorda Regional Medical Center,450465,TX,READM-30-HF-HRRP,89.0,0.9643,21.0866,21.8683,16.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0357,False,1.0001,145,-0.0358,0.0
Matagorda Regional Medical Center,450465,TX,READM-30-COPD-HRRP,,0.9492,19.2813,20.3125,,2021-07-01,2024-06-30,COPD,LOW,-0.0508,False,0.999,144,-0.0498,0.0
Wilson N Jones Regional Medical Center,450469,TX,READM-30-PN-HRRP,,0.9419,13.9061,14.7633,,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0581,False,1.003,176,-0.0611,0.0
Wilson N Jones Regional Medical Center,450469,TX,READM-30-HF-HRRP,113.0,1.0525,19.6999,18.7169,26.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0525,True,1.0001,28,0.0524,5247.21
Wilson N Jones Regional Medical Center,450469,TX,READM-30-COPD-HRRP,,0.9744,17.9744,18.446,,2021-07-01,2024-06-30,COPD,LOW,-0.0256,False,0.999,114,-0.0246,0.0
Wilson N Jones Regional Medical Center,450469,TX,READM-30-AMI-HRRP,,0.9825,12.9702,13.2008,,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.0175,False,1.0133,96,-0.0308,0.0
Ut Health East Texas Henderson Hospital,450475,TX,READM-30-PN-HRRP,,0.9767,12.2466,12.539,,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0233,False,1.003,140,-0.0263,0.0
Ut Health East Texas Henderson Hospital,450475,TX,READM-30-HF-HRRP,,0.9628,17.1141,17.7754,,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0372,False,1.0001,146,-0.0373,0.0
Woodland Heights Medical Center,450484,TX,READM-30-PN-HRRP,306.0,1.0118,17.7108,17.5044,55.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.0118,True,1.003,84,0.0088,1179.37
Woodland Heights Medical Center,450484,TX,READM-30-HIP-KNEE-HRRP,,0.9536,4.6584,4.8851,,2021-07-01,2024-06-30,Hip/Knee Replacement,LOW,-0.0464,False,1.0061,62,-0.0525,0.0
Woodland Heights Medical Center,450484,TX,READM-30-HF-HRRP,234.0,0.9353,17.8505,19.0863,37.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0647,False,1.0001,166,-0.0648,0.0
Woodland Heights Medical Center,450484,TX,READM-30-COPD-HRRP,87.0,0.9621,17.0337,17.705,12.0,2021-07-01,2024-06-30,COPD,LOW,-0.0379,False,0.999,127,-0.0369,0.0
Woodland Heights Medical Center,450484,TX,READM-30-CABG-HRRP,,1.1237,12.6112,11.2232,,2021-07-01,2024-06-30,CABG,MEDIUM,0.1237,True,1.0103,9,0.1134,12363.42
Woodland Heights Medical Center,450484,TX,READM-30-AMI-HRRP,88.0,1.0253,12.2098,11.9082,12.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0253,True,1.0133,62,0.012,2528.65
Nacogdoches Memorial Hospital,450508,TX,READM-30-PN-HRRP,119.0,1.1042,17.0613,15.4517,27.0,2021-07-01,2024-06-30,Pneumonia,MEDIUM,0.1042,True,1.003,12,0.1012,10414.46
Nacogdoches Memorial Hospital,450508,TX,READM-30-HIP-KNEE-HRRP,,0.968,5.0706,5.238,,2021-07-01,2024-06-30,Hip/Knee Replacement,LOW,-0.032,False,1.0061,55,-0.0381,0.0
Nacogdoches Memorial Hospital,450508,TX,READM-30-HF-HRRP,121.0,1.044,19.7301,18.8985,27.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.044,True,1.0001,37,0.0439,4397.66
Nacogdoches Memorial Hospital,450508,TX,READM-30-COPD-HRRP,,0.9569,17.1198,17.8907,,2021-07-01,2024-06-30,COPD,LOW,-0.0431,False,0.999,134,-0.0421,0.0
Nacogdoches Memorial Hospital,450508,TX,READM-30-AMI-HRRP,,1.0155,12.4045,12.2148,,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.0155,True,1.0133,71,0.0022,1549.18
The Medical Center Of Southeast Texas,450518,TX,READM-30-PN-HRRP,112.0,0.9788,16.4618,16.8175,17.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0212,False,1.003,135,-0.0242,0.0
The Medical Center Of Southeast Texas,450518,TX,READM-30-HF-HRRP,149.0,1.0083,19.0657,18.9091,29.0,2021-07-01,2024-06-30,Heart Failure,MEDIUM,0.0083,True,1.0001,80,0.0082,829.56
The Medical Center Of Southeast Texas,450518,TX,READM-30-COPD-HRRP,85.0,1.0281,18.7569,18.2438,18.0,2021-07-01,2024-06-30,COPD,MEDIUM,0.0281,True,0.999,36,0.0291,2808.51
The Medical Center Of Southeast Texas,450518,TX,READM-30-CABG-HRRP,,1.0851,10.3757,9.562,,2021-07-01,2024-06-30,CABG,MEDIUM,0.0851,True,1.0103,17,0.0748,8505.48
The Medical Center Of Southeast Texas,450518,TX,READM-30-AMI-HRRP,62.0,1.056,14.8424,14.0556,12.0,2021-07-01,2024-06-30,AMI (Heart Attack),MEDIUM,0.056,True,1.0133,34,0.0427,5597.02
Methodist Richardson Medical Center,450537,TX,READM-30-PN-HRRP,342.0,0.9792,15.0291,15.3487,50.0,2021-07-01,2024-06-30,Pneumonia,LOW,-0.0208,False,1.003,134,-0.0238,0.0
Methodist Richardson Medical Center,450537,TX,READM-30-HF-HRRP,282.0,0.9671,18.2229,18.8437,49.0,2021-07-01,2024-06-30,Heart Failure,LOW,-0.0329,False,1.0001,141,-0.033,0.0
Methodist Richardson Medical Center,450537,TX,READM-30-COPD-HRRP,88.0,0.9888,17.9913,18.1944,15.0,2021-07-01,2024-06-30,COPD,LOW,-0.0112,False,0.999,87,-0.0102,0.0
Methodist Richardson Medical Center,450537,TX,READM-30-CABG-HRRP,,0.9343,10.2041,10.9223,,2021-07-01,2024-06-30,CABG,LOW,-0.0657,False,1.0103,69,-0.076,0.0
Methodist Richardson Medical Center,450537,TX,READM-30-AMI-HRRP,155.0,0.9737,12.478,12.8149,18.0,2021-07-01,2024-06-30,AMI (Heart Attack),LOW,-0.0263,False,1.0133,99,-0.0396,0.0
